jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2022,46,19,Finanzerträge,Gesamtsumme,,,66542.16
2022,46,19,Finanzerträge,Teilergebnis,111004,Finanzbuchhaltung,4.42
2022,46,19,Finanzerträge,Teilergebnis,522000,Wohnungsbauförderung,1862.93
2022,46,19,Finanzerträge,Teilergebnis,532000,Gasversorgung,63852.88
2022,46,19,Finanzerträge,Teilergebnis,612000,sonstige allg. Finanzwirtschaft,821.93
