jahr,kontenbereich,laufende_nummer,art,scope,produkt,produkt_name,ist_ergebnis_eur
2019,46,19,Finanzerträge,Gesamtsumme,,,73284.27
2019,46,19,Finanzerträge,Teilergebnis,111004,Finanzbuchhaltung,7.18
2019,46,19,Finanzerträge,Teilergebnis,522000,Wohnungsbauförderung,1921.51
2019,46,19,Finanzerträge,Teilergebnis,532000,Gasversorgung,64684.02
2019,46,19,Finanzerträge,Teilergebnis,612000,sonstige allg. Finanzwirtschaft,6671.56
